station_code,station_name,hop_number,cascaded_delay,path,num_trains_affected
CORD,BILASPUR CHORD CABIN,3,30.7,HWH → KTES → CHDX → CORD,7
JHP,JUHJARPUR,3,30.7,HWH → KTES → JUH → JHP,4
ETB,ITARSI B CABIN,3,30.7,HWH → KTES → JUH → ETB,6
NBQ,NEW BONGAIGAON,3,30.7,HWH → AZA → KYQ → NBQ,24
GHY,GUWAHATI,3,30.7,HWH → AZA → KYQ → GHY,31
DSR,DHANSIRI,3,30.7,HWH → AZA → KYQ → DSR,10
AMJ,Amin Gaon,3,30.7,HWH → AZA → KYQ → AMJ,4
KTKD,KATANGI KHURD,3,30.7,HWH → KTES → LEK → KTKD,8
GOGH,GOSSAIGAON HAT,3,30.7,HWH → TPKR → ROP → GOGH,12
NMBR,N MAYURBHANJ ROAD,3,30.7,HWH → TPKR → ROP → NMBR,9
HIP,HALDIPADA,3,30.7,HWH → TPKR → ROP → HIP,11
DUSI,DUSI,3,30.7,HWH → TPKR → ARD → DUSI,15
AGV,ANGUA,3,30.7,HWH → TPKR → ARD → AGV,13
CNT,CONTAI ROAD,3,30.7,HWH → TPKR → ARD → CNT,21
BMGM,BRAHMANAGUDEM,3,30.7,HWH → GGTA → ULB → BMGM,10
DRTP,DASHARATHPUR,3,30.7,HWH → GGTA → ULB → DRTP,9
FLR,PHULESWAR,3,30.7,HWH → GGTA → ULB → FLR,10
CTC,CUTTACK,3,30.7,HWH → GGTA → JNP → CTC,21
TIU,TILARU,3,30.7,HWH → GGTA → JNP → TIU,12
VVN,VIKRAVANDI,3,30.7,HWH → GGTA → JNP → VVN,5
DUAN,DUAN,3,30.7,HWH → GGTA → ULB → DUAN,17
MDSE,MADHU SUDANPUR,3,30.7,HWH → GGTA → DTE → MDSE,13
NDGJ,NANDAHGANJA,3,30.7,HWH → GGTA → DTE → NDGJ,16
MCA,MECHEDA,3,30.7,HWH → GGTA → DTE → MCA,20
BAM,BRAHMAPUR,3,30.7,HWH → GGTA → DTE → BAM,12
BPE,BENAPUR,3,30.7,HWH → GGTA → DTE → BPE,14
QGT,KOLAGHAT,3,30.7,HWH → TPKR → HWHG → QGT,4
BYY,BYREE,3,30.7,HWH → TPKR → ARD → BYY,18
KPXR,KAIPADA ROAD,3,30.7,HWH → TPKR → ARD → KPXR,13
RGT,RAJGHAT HALT,3,30.7,HWH → TPKR → ARD → RGT,15
BTS,BASTA,3,30.7,HWH → TPKR → ARD → BTS,14
BWN,BARDDHAMAN JN,3,30.7,HWH → TPKR → DSNR → BWN,13
GBRA,GOBRA,3,30.7,HWH → TPKR → DSNR → GBRA,7
PPO,PANPOSH,3,30.7,HWH → MURI → ROU → PPO,9
RMJ,RAMRAJATALA,3,30.7,HWH → TPKR → DSNR → RMJ,12
TBAE,TRIBENI,3,30.7,HWH → GGTA → ULB → TBAE,5
ET,ITARSI JN,3,30.7,HWH → KTES → ITMA → ET,21
MJG,MAJHAGAWAN,3,30.7,HWH → KTES → EDA → MJG,12
TKYR,TIKARIA,3,30.7,HWH → KTES → EDA → TKYR,17
OHAN,OHANCABIN,3,30.7,HWH → KTES → EDA → OHAN,4
LKJN,LINK JN. CABIN,3,30.7,HWH → KTES → EDA → LKJN,23
VVA,VARVALA,3,30.7,HWH → GGTA → BMRN → VVA,10
KSVM,KESAVARAM,3,30.7,HWH → GGTA → JNP → KSVM,14
NRSP,NARASIMHAPURA,3,30.7,HWH → GGTA → JNP → NRSP,17
BNBR,BAHANAGA BAZAR,3,30.7,HWH → GGTA → SORO → BNBR,10
GMDN,GIRIMAIDAN,3,30.7,HWH → GGTA → BZN → GMDN,6
JEN,JENAPUR,3,30.7,HWH → GGTA → BZN → JEN,13
TKH,Thakurtola,3,30.7,HWH → TPKR → ROP → TKH,4
CGA,CHENGEL,3,30.7,HWH → GGTA → BZN → CGA,9
LTT,LOKMANYA TILAK TERM,3,30.7,HWH → GGTA → BZN → LTT,36
HYB,HYDERABAD DECCAN,3,30.7,HWH → GGTA → DTE → HYB,5
DDNI,DUDHNOI,3,30.7,HWH → GGTA → DTE → DDNI,7
UMNR,UMESHNAGAR,3,30.7,HWH → GGTA → MFP → UMNR,11
CPY,CHAPRAMARI,3,30.7,HWH → GGTA → MFP → CPY,13
TBT,TALBAHAT,3,30.7,HWH → GGTA → MFP → TBT,12
BHBT,BLOCK HUT BASANTPUR,3,30.7,HWH → GGTA → MFP → BHBT,10
CPR,CHHAPRA,3,30.7,HWH → GGTA → MFP → CPR,17
KVC,KAPARPURA,3,30.7,HWH → GGTA → MFP → KVC,5
PKEO,PANSKURA EAST OUTER,3,30.7,HWH → TPKR → HWHG → PKEO,12
HJN,HOWRAH JN. CABIN,3,30.7,HWH → TPKR → HWHG → HJN,24
SYAE,LILUAH (SORTING YARD),3,30.7,HWH → TPKR → HWHG → SYAE,13
THS,THANSIT,3,30.7,HWH → GGTA → BZN → THS,28
GII,GIDNI,3,30.7,HWH → JPR → KGP → GII,10
BWT,BANGARAPET,3,30.7,HWH → JPR → KPL → BWT,13
LOGH,LOTTEGOLLAHALLI,3,30.7,HWH → JPR → KPL → LOGH,13
BBPM,BALABHADRAPURAM,3,30.7,HWH → JPR → KPL → BBPM,9
ALM,ALAMANDA,3,30.7,HWH → JPR → KPL → ALM,16
KTV,KOTTAVALASA,3,30.7,HWH → JPR → KPL → KTV,15
MS,CHENNAI EGMORE,3,30.7,HWH → JJKR → MKTP → MS,19
NKP,NIRAKARPUR,3,30.7,HWH → JJKR → MKTP → NKP,13
BBS,BHUBANESWAR,3,30.7,HWH → JPR → SZZ → BBS,16
HRE,HIRODIH,3,30.7,HWH → JPR → SZZ → HRE,8
MKO,MARKONA,3,30.7,HWH → JPR → SZZ → MKO,8
AK,AKOLA JN,3,30.7,HWH → JPR → YAD → AK,12
MIG,MIDGHAT,3,30.7,HWH → KTES → ETF → MIG,4
NI,NAYDONGRI,3,30.7,HWH → JPR → YAD → NI,17
HIJ,HIJILLI,3,30.7,HWH → JJKR → RDU → HIJ,20
VSU,BISHNUPUR,3,30.7,HWH → JJKR → RDU → VSU,6
HAUR,HAUR,3,30.7,HWH → JJKR → RDU → HAUR,20
TPTY,TIRUPATI MAIN,3,30.7,HWH → JJKR → RDU → TPTY,13
BBSN,BHUBANESWAR NEW,3,30.7,HWH → JJKR → NDLS → BBSN,23
SLOR,SELOO ROAD,3,30.7,HWH → JJKR → NDLS → SLOR,19
SNN,SONEGAON,3,30.7,HWH → JJKR → NDLS → SNN,12
DHO,DHAULPUR,3,30.7,HWH → JJKR → NDLS → DHO,18
BMGN,BAMUNI GAON,3,30.7,HWH → JJKR → NDLS → BMGN,17
NKG,NARKALDENGA COACHING YARD,3,30.7,HWH → JJKR → NDLS → NKG,7
TVC,TRIVANDRUM CENTRAL,3,30.7,HWH → JPR → MPD → TVC,23
PBR,PORBANDAR,3,30.7,HWH → JPR → MPD → PBR,5
BGN,BORGAON,3,30.7,HWH → JPR → YAD → BGN,10
BSP,BILASPUR JN,3,30.7,HWH → JPR → CHBT → BSP,13
BYL,BELHA,3,30.7,HWH → JPR → CHBT → BYL,10
DPH,DADHAPARA,3,30.7,HWH → JPR → CHBT → DPH,8
PDKN,PEDAKAKANI HALT,3,30.7,HWH → JPR → NBR → PDKN,9
MAG,MANGALAGIRI,3,30.7,HWH → JPR → NBR → MAG,8
GNT,GUNTUR JN,3,30.7,HWH → JPR → NBR → GNT,8
GVDP,GVDP,3,30.7,HWH → JPR → ASB → GVDP,18
MMV,MAHALI MARUP,3,30.7,HWH → JPR → ASB → MMV,10
RHE,RAKHA MINES,3,30.7,HWH → JPR → ASB → RHE,12
TGP,TULJAPUR,3,30.7,HWH → JPR → GVN → TGP,29
KDM,KESAMUDRAM,3,30.7,HWH → JPR → GVN → KDM,15
KVR,KOVVUR,3,30.7,HWH → JPR → GVN → KVR,10
BVA,BAURIA JN,3,30.7,HWH → JPR → KGP → BVA,11
BRBS,BIRBANS,3,30.7,HWH → JPR → CND → BRBS,6
MLR,MALKHED,3,30.7,HWH → JPR → CND → MLR,10
DIP,DIPORE,3,30.7,HWH → JPR → CND → DIP,7
AUBR,ANUGRAHA NARAYAN ROAD,3,30.7,HWH → JPR → BBM → AUBR,9
URMA,URMA,3,30.7,HWH → JPR → BBM → URMA,5
BRMD,BIRAMDIH,3,30.7,HWH → JPR → BBM → BRMD,5
JAQ,JANDRAPETA,3,30.7,HWH → JPR → VTM → JAQ,17
CU,CHAGALLU,3,30.7,HWH → JPR → KLX → CU,12
TMC,TALAMANCHI,3,30.7,HWH → JPR → KLX → TMC,11
PUA,PULLA,3,30.7,HWH → JPR → KLX → PUA,13
VAT,VATLUR,3,30.7,HWH → JPR → KLX → VAT,11
TSR,TSUNDURU,3,30.7,HWH → JPR → KLX → TSR,19
KSO,KHEMASULI,3,30.7,HWH → JPR → KGP → KSO,11
RJY,RAJAMUNDRY,3,30.7,HWH → JPR → GVN → RJY,11
MRGM,MAURIGRAM,3,30.7,HWH → BZL → ADL → MRGM,16
SMBL,SIMBHOOLI,3,30.7,HWH → JJKR → NDLS → SMBL,11
DSB,DELHI SADAR BAZAR,3,30.7,HWH → JJKR → NDLS → DSB,12
CSB,SHIVAJI BRIDGE,3,30.7,HWH → JJKR → NDLS → CSB,13
BRAG,BARANG,3,30.7,HWH → JJKR → KHF → BRAG,24
MZZ,MANJURI ROAD,3,30.7,HWH → JJKR → KHF → MZZ,11
ABB,ABADA,3,30.7,HWH → JJKR → KHF → ABB,18
PSAE,PURBASTHALI,3,30.7,HWH → BZL → BLY → PSAE,5
UPA,UTTARPARA,3,30.7,HWH → BZL → BLY → UPA,5
KHN,KHANYAN,3,30.7,HWH → BZL → BLY → KHN,5
GRAE,GURAP,3,30.7,HWH → BZL → BLY → GRAE,8
BCK,BALICHAK,3,30.7,HWH → BZL → BLY → BCK,14
APQ,ADITPARA,3,30.7,HWH → JPR → MPD → APQ,4
DDGJ,DEEDARGANJ,3,30.7,HWH → AZA → KYQ → DDGJ,12
PTLD,PATILADAHA,3,30.7,HWH → AZA → KYQ → PTLD,23
NOQ,NEW ALIPURDAUR,3,30.7,HWH → AZA → KYQ → NOQ,15
SJRR,SAJHERPAR,3,30.7,HWH → AZA → KYQ → SJRR,11
PATA,PATA,3,30.7,HWH → JJKR → ULD → PATA,9
GBK,GOPALPUR BALKDA,3,30.7,HWH → JJKR → KRIH → GBK,16
RTN,RETANG,3,30.7,HWH → JJKR → KRIH → RTN,16
BTV,BAITARANI ROAD,3,30.7,HWH → JJKR → KRIH → BTV,15
SKND,Sukinda Road,3,30.7,HWH → JJKR → JKPR → SKND,4
KAPG,KALUPARA GHAT,3,30.7,HWH → JJKR → JKPR → KAPG,15
CGON,CHAYGAON,3,30.7,HWH → AZA → MRZA → CGON,9
CRAE,CHERAGRAM BH.,3,30.7,HWH → LLH → SHBC → CRAE,17
HIH,HAJIGARH,3,30.7,HWH → LLH → SHBC → HIH,9
SICY,SHAHEED ISHWAR CHOWDHARY HALT,3,30.7,HWH → AZA → KYQ → SICY,9
TEL,TENALI JN,3,30.7,HWH → JPR → MPD → TEL,29
KKQ,KALAIKUNDA,3,30.7,HWH → JPR → MPD → KKQ,15
JGM,JHARGRAM,3,30.7,HWH → JPR → KGP → JGM,12
SJDR,SRI JHADESHWAR,3,30.7,HWH → JJKR → KHF → SJDR,16
PNPN,PANPANA,3,30.7,HWH → JJKR → KHF → PNPN,16
JJK,JHINJHAK,3,30.7,HWH → JJKR → ULD → JJK,7
RURA,RURA,3,30.7,HWH → JJKR → ULD → RURA,9
HDA,HIRNODA,3,30.7,HWH → JJKR → ULD → HDA,11
RMW,ROSHAN MAU,3,30.7,HWH → JJKR → ULD → RMW,11
SKQ,SIKANDARPUR,3,30.7,HWH → JJKR → ULD → SKQ,9
NGMP,NEW GARH MADHOPUR,3,30.7,HWH → JJKR → ULD → NGMP,11
GHSR,GHASARA HALT,3,30.7,HWH → JJKR → ULD → GHSR,15
BALU,BALUGAON,3,30.7,HWH → BZL → ADL → BALU,20
SRC,SANTRAGACHI JN,3,30.7,HWH → JJKR → MKTP → SRC,16
GTA,GOLANTHRA,3,30.7,HWH → JJKR → MKTP → GTA,13
BSDP,BHUSANDPUR,3,30.7,HWH → JJKR → MKTP → BSDP,15
JMG,JAMGA,3,30.7,HWH → JJKR → RDU → JMG,10
NASP,NARASINGAPALLI,3,30.7,HWH → JJKR → RDU → NASP,16
ODB,OODLABARI,3,30.7,HWH → JJKR → JKPR → ODB,5
KNPR,KENDRAPARA ROAD,3,30.7,HWH → JJKR → JKPR → KNPR,25
GAM,GANJAM,3,30.7,HWH → JJKR → JKPR → GAM,16
BRMI,BRAHMANI PH,3,30.7,HWH → JJKR → JKPR → BRMI,19
KPM,KUMARAPURAM,3,30.7,HWH → BZL → SMCK → KPM,16
BHC,BHADRAKH,3,30.7,HWH → BZL → SMCK → BHC,14
KGK,KANKURGACHHI ROAD,3,30.7,HWH → BZL → CCRL → KGK,6
NPMR,NARAYAN PAKURIA,3,30.7,HWH → BZL → ADL → NPMR,21
HCM,HARISHCHANDRAPURAM,3,30.7,HWH → JJKR → MKTP → HCM,14
BNRD,BALANGIR ROAD,4,24.6,HWH → MURI → ROU → NXN → BNRD,8
KSE,KOSAD,4,24.6,HWH → GTS → GUD → VKH → KSE,11
BRTK,BHORTEX,4,24.6,HWH → GTS → GUD → VKH → BRTK,10
PDP,PADSE,4,24.6,HWH → GTS → GUD → VKH → PDP,10
DDE,DONDAICHA,4,24.6,HWH → GTS → GUD → VKH → DDE,10
BRKA,BARKAKANA,4,24.6,HWH → KWKC → BLRG → HTE → BRKA,10
BSPK,BISPUR,4,24.6,HWH → MURI → ROU → NXN → BSPK,12
KTKU,KOTTEKAD,4,24.6,HWH → MURI → ROU → ERSC → KTKU,10
BPZA,BHARATHAPUZHA H,4,24.6,HWH → MURI → ROU → ERSC → BPZA,10
KMND,KUMENDI,4,24.6,HWH → MURI → BRKP → BFQ → KMND,5
LTHR,LATEHAR,4,24.6,HWH → MURI → BRKP → BFQ → LTHR,6
HNSL,HASLANG P.H.,4,24.6,HWH → MURI → BRKP → LTMD → HNSL,6
BKKI,BAKARKUDI,4,24.6,HWH → MURI → BRKP → LTMD → BKKI,4
RMT,RAMGARH CANT,4,24.6,HWH → MURI → BRKP → MAEL → RMT,8
KDS,KASUNDA JN,4,24.6,HWH → MURI → KSX → DHN → KDS,4
DOKM,DOKRA HALT,4,24.6,HWH → MURI → KSX → DHN → DOKM,4
BHN,BHULI,4,24.6,HWH → MURI → KSX → DHN → BHN,6
CAS,CHAS ROAD,4,24.6,HWH → MURI → KSX → GUG → CAS,4
PNW,PUNDHAG,4,24.6,HWH → MURI → KSX → DRGU → PNW,6
BKSN,BKSC NORTH CABIN,4,24.6,HWH → MURI → ILO → BKDR → BKSN,12
BKCA,BOKARO STEEL CITY A CABIN,4,24.6,HWH → MURI → ILO → BKDR → BKCA,6
TUL,TIRALDIH,4,24.6,HWH → MURI → ILO → TRAN → TUL,7
JRG,Jugpura,4,24.6,HWH → TPKR → ROP → TKH → JRG,4
GIMC,GANDHIDHAM CABIN,4,24.6,HWH → TPKR → ROP → GOGH → GIMC,10
KCF,KALCHINI,4,24.6,HWH → TPKR → ROP → GOGH → KCF,7
GBY,GUABARI,4,24.6,HWH → TPKR → ROP → GOGH → GBY,9
FKM,FAKIRAGRAM JN,4,24.6,HWH → TPKR → ROP → GOGH → FKM,29
SRPB,SRIRAMPUR ASSAM,4,24.6,HWH → TPKR → ROP → GOGH → SRPB,12
KTJI,KATHA JORI,4,24.6,HWH → TPKR → ROP → HIP → KTJI,12
JPI,JHADUPUDI,4,24.6,HWH → TPKR → ROP → HIP → JPI,15
RGX,Raghunathbari,4,24.6,HWH → TPKR → ARD → DUSI → RGX,5
CHE,SRIKAKULAM ROAD,4,24.6,HWH → TPKR → ARD → DUSI → CHE,12
JOQ,JORAI,4,24.6,HWH → TPKR → ARD → AGV → JOQ,13
NYP,NAYADUPETA,4,24.6,HWH → TPKR → ARD → CNT → NYP,14
BAV,BARUVA,4,24.6,HWH → TPKR → ARD → BYY → BAV,15
LGTR,LINGARAJ TEMPLE ROAD,4,24.6,HWH → TPKR → ARD → BYY → LGTR,16
DNM,DHANMANDAL,4,24.6,HWH → TPKR → ARD → BYY → DNM,12
BRTG,BARITHENGARH,4,24.6,HWH → TPKR → ARD → BYY → BRTG,15
KRNI,KRISHNAI,4,24.6,HWH → GGTA → DTE → DDNI → KRNI,4
PKA,PRADHANKHUNTA,4,24.6,HWH → GGTA → DTE → MDSE → PKA,10
SLB,SALBONI,4,24.6,HWH → GGTA → DTE → NDGJ → SLB,7
PUNE,PUNE JN,4,24.6,HWH → GGTA → DTE → MCA → PUNE,22
BNB,BANSTOLA,4,24.6,HWH → GGTA → DTE → MCA → BNB,9
RMM,RAMESWARAM,4,24.6,HWH → GGTA → DTE → BAM → RMM,5
SLRD,SURLA ROAD,4,24.6,HWH → GGTA → DTE → BAM → SLRD,9
PDT,PENDURTI,4,24.6,HWH → GGTA → DTE → BAM → PDT,20
NSI,NIKURSINI,4,24.6,HWH → GGTA → DTE → BPE → NSI,13
UDL,ANDAL JN,4,24.6,HWH → GGTA → DTE → BPE → UDL,18
KAMG,KAMAKHYAGURI,4,24.6,HWH → GGTA → DTE → BPE → KAMG,19
KHAI,KHIRAI,4,24.6,HWH → TPKR → HWHG → PKEO → KHAI,16
IPRA,IPRA,4,24.6,HWH → TPKR → HWHG → SYAE → IPRA,6
BLYC,BLYC,4,24.6,HWH → TPKR → HWHG → SYAE → BLYC,6
LLHW,LLHW,4,24.6,HWH → TPKR → HWHG → SYAE → LLHW,4
KQLS,KAMARKUNDU,4,24.6,HWH → TPKR → HWHG → SYAE → KQLS,12
PURI,PURI,4,24.6,HWH → GGTA → BZN → LTT → PURI,15
PPTA,PATLIPUTRA,4,24.6,HWH → GGTA → BZN → LTT → PPTA,6
MSOD,MASODHA,4,24.6,HWH → GGTA → BZN → LTT → MSOD,7
KSP,KISHANPUR,4,24.6,HWH → GGTA → BZN → LTT → KSP,17
DBG,DARBHANGA JN,4,24.6,HWH → GGTA → BZN → LTT → DBG,14
TKVR,TAPPA KHAJURIAY,4,24.6,HWH → GGTA → BZN → LTT → TKVR,8
GOX,GOBINDPUR DUGLI,4,24.6,HWH → GGTA → BZN → LTT → GOX,8
NMO,NEDI MOLLYANUR,4,24.6,HWH → GGTA → BZN → LTT → NMO,11
ULNR,ULHASNAGAR,4,24.6,HWH → GGTA → BZN → LTT → ULNR,9
CLA,KURLA JN,4,24.6,HWH → GGTA → BZN → LTT → CLA,6
VVH,VIDYAVIHAR,4,24.6,HWH → GGTA → BZN → LTT → VVH,9
RXL,RAXAUL JN,4,24.6,HWH → GGTA → DTE → HYB → RXL,11
LAC,LACHHIPURA,4,24.6,HWH → GGTA → DTE → HYB → LAC,3
LKPL,LAKDIKAPUL,4,24.6,HWH → GGTA → DTE → HYB → LKPL,4
RGJI,RANGJULI,4,24.6,HWH → GGTA → DTE → DDNI → RGJI,7
AMGA,AMJONGA,4,24.6,HWH → GGTA → DTE → DDNI → AMGA,9
GKL,GOKULPUR,4,24.6,HWH → GGTA → BZN → GMDN → GKL,6
KLMG,KALAMBOLI GOODS,4,24.6,HWH → GGTA → BZN → THS → KLMG,17
ATG,ATGAON,4,24.6,HWH → GGTA → BZN → THS → ATG,16
KE,KHARDI,4,24.6,HWH → GGTA → BZN → THS → KE,13
OMB,OOMBERMALI,4,24.6,HWH → GGTA → BZN → THS → OMB,8
DLPR,DAYALPUR,4,24.6,HWH → GGTA → BZN → LTT → DLPR,6
TZH,TAKAZHI,4,24.6,HWH → GGTA → BZN → LTT → TZH,9
KDV,KHADAVLI,4,24.6,HWH → GGTA → BZN → LTT → KDV,12
MSDH,MASNADIH,4,24.6,HWH → GGTA → BZN → LTT → MSDH,7
BRY,BAREILLY,4,24.6,HWH → GGTA → BZN → LTT → BRY,7
SCY,SACHIWALAY HALT,4,24.6,HWH → GGTA → BZN → LTT → SCY,13
NAND,NANDIKUR,4,24.6,HWH → GGTA → BZN → LTT → NAND,8
MPY,MURARPUR,4,24.6,HWH → GGTA → BZN → LTT → MPY,11
ERSD,ERNAKULAM D CABIN,4,24.6,HWH → GGTA → BZN → LTT → ERSD,12
KEI,KASHI,4,24.6,HWH → GGTA → BZN → LTT → KEI,14
BSBY,VARANASI YARD,4,24.6,HWH → GGTA → BZN → LTT → BSBY,19
KJU,KUNTIGHAT,4,24.6,HWH → GGTA → ULB → TBAE → KJU,5
PPM,PHIRANGIPURAM,4,24.6,HWH → GGTA → ULB → BMGM → PPM,6
BVC,BHAVNAGAR TERMINUS,4,24.6,HWH → GGTA → ULB → BMGM → BVC,5
NDD,NIDADAVOLU JN,4,24.6,HWH → GGTA → ULB → BMGM → NDD,12
SRB,SAROBAG,4,24.6,HWH → GGTA → ULB → DRTP → SRB,11
JMP,JAMALPUR JN,4,24.6,HWH → GGTA → ULB → DRTP → JMP,11
DRH,DHARHARA,4,24.6,HWH → GGTA → ULB → DRTP → DRH,7
BFM,BHALUI,4,24.6,HWH → GGTA → ULB → DRTP → BFM,8
MTND,Mattagajpur,4,24.6,HWH → GGTA → JNP → CTC → MTND,4
RJGR,RAJTHAGARH,4,24.6,HWH → GGTA → JNP → CTC → RJGR,10
RMZ,ROUTHPURAM HALT,4,24.6,HWH → GGTA → JNP → TIU → RMZ,13
ULM,URLAM,4,24.6,HWH → GGTA → JNP → TIU → ULM,14
PEI,PERANI,4,24.6,HWH → GGTA → JNP → VVN → PEI,5
MYP,MUNDILYAMPAKKAM,4,24.6,HWH → GGTA → JNP → VVN → MYP,6
KCC,KRISHNA CANAL,4,24.6,HWH → GGTA → JNP → KSVM → KCC,20
KYM,KADIYAN,4,24.6,HWH → GGTA → JNP → KSVM → KYM,12
DCTL,DOMBIVLI CTL,4,24.6,HWH → GGTA → MFP → DWJN → DCTL,9
HJP,HAJIPUR JN,4,24.6,HWH → GGTA → MFP → RD → HJP,13
VBH,VISHNUPUR BATHUA HALT,4,24.6,HWH → GGTA → MFP → RD → VBH,18
TUR,TURKI,4,24.6,HWH → GGTA → MFP → RD → TUR,7
RXR,RANGAPAHAR,4,24.6,HWH → GGTA → MFP → NRPA → RXR,8
BNPT,BENNIPATTI PIRAPUR,4,24.6,HWH → GGTA → MFP → NRPA → BNPT,14
SLT,SILAUT,4,24.6,HWH → GGTA → MFP → NRPA → SLT,5
ERS,ERNAKULAM JN,4,24.6,HWH → GGTA → ADRA → BUTA → ERS,25
CRJ,CHITTARANJAN,4,24.6,HWH → GGTA → ADRA → BUTA → CRJ,7
MDN,MIDNAPORE,4,24.6,HWH → GGTA → ADRA → BUTA → MDN,6
GSL,GODAPIASAL,4,24.6,HWH → GGTA → ADRA → BUTA → GSL,8
BERO,BERO,4,24.6,HWH → GGTA → ADRA → JOC → BERO,9
IBL,INDRABIL,4,24.6,HWH → GGTA → ADRA → MYX → IBL,7
RUI,Rukni,4,24.6,HWH → GGTA → ADRA → SNKR → RUI,4
ANR,ANARA,4,24.6,HWH → GGTA → ADRA → GRB → ANR,5
BYPY,BAIYYAPPANAHALLI YARD CABIN,4,24.6,HWH → GGTA → ULB → DUAN → BYPY,15
BAO,BANMOR,4,24.6,HWH → GGTA → MFP → TBT → BAO,11
BET,BARETH,4,24.6,HWH → GGTA → MFP → TBT → BET,15
BJA,BIJROTHA,4,24.6,HWH → GGTA → MFP → TBT → BJA,13
MZX,MATATILA,4,24.6,HWH → GGTA → MFP → TBT → MZX,9
PTKC,PATHANKOT CANTT,4,24.6,HWH → GGTA → MFP → BHBT → PTKC,4
KGG,KHAGARIA JN,4,24.6,HWH → GGTA → MFP → CPR → KGG,15
AHLR,AHALYAPUR,4,24.6,HWH → GGTA → MFP → CPR → AHLR,8
CI,CHHAPRA KACHERI,4,24.6,HWH → GGTA → MFP → CPR → CI,14
HPO,HASANPUR ROAD,4,24.6,HWH → GGTA → MFP → CPR → HPO,11
BCA,BACHWARA JN,4,24.6,HWH → GGTA → MFP → CPR → BCA,11
KPS,KOPA SAMHOTA,4,24.6,HWH → GGTA → MFP → CPR → KPS,8
GTST,GAUTAMSTHAN,4,24.6,HWH → GGTA → MFP → CPR → GTST,10
CAI,CHANPATIA,4,24.6,HWH → GGTA → MFP → KVC → CAI,6
KTI,KANTI,4,24.6,HWH → GGTA → MFP → KVC → KTI,6
DTVL,DATIVLI,4,24.6,HWH → GGTA → MFP → DWJN → DTVL,10
JITE,JITE,4,24.6,HWH → GGTA → MFP → DWJN → JITE,14
BRGY,VADODARA D CABIN,4,24.6,HWH → GGTA → MFP → SNJL → BRGY,14
ADI,AHMEDABAD JN,4,24.6,HWH → GGTA → MFP → SBTA → ADI,23
SBT,SABARMATI JN,4,24.6,HWH → GGTA → MFP → SBTA → SBT,17
SBTF,SABARMATI F CABIN,4,24.6,HWH → GGTA → MFP → SBTA → SBTF,12
SBIC,SABARMATI BRIDGE,4,24.6,HWH → GGTA → MFP → SBTA → SBIC,12
KKF,KANKARIA,4,24.6,HWH → GGTA → MFP → SBTA → KKF,13
DRI,DUMRI JUARA,4,24.6,HWH → GGTA → MFP → GJH → DRI,9
KGFR,KATHGHAR RIGHT BANK,4,24.6,HWH → GGTA → MFP → UMNR → KGFR,12
SKJ,SAHIBPUR KAMAL JN,4,24.6,HWH → GGTA → MFP → UMNR → SKJ,9
GFAE,GARIFA,4,24.6,HWH → GGTA → MFP → CPY → GFAE,6
ULR,ULTADANGA ROAD,4,24.6,HWH → GGTA → MFP → CPY → ULR,11
PTKR,PATIPUKUR,4,24.6,HWH → GGTA → MFP → CPY → PTKR,8
TALA,TALLA,4,24.6,HWH → GGTA → MFP → CPY → TALA,4
GTNR,GOMATI NAGAR,4,24.6,HWH → GGTA → MFP → TBT → GTNR,8
BINA,BINA JN,4,24.6,HWH → GGTA → MFP → TBT → BINA,19
SANK,SANK,4,24.6,HWH → GGTA → MFP → TBT → SANK,14
HM,HADMATIYA JN,4,24.6,HWH → GGTA → BMRN → MGTD → HM,16
HLD,Haludpukur,4,24.6,HWH → GGTA → MOU → TATA → HLD,2
BKSC,BOKARO STEEL CITY,4,24.6,HWH → GGTA → MOU → TATA → BKSC,9
ALLP,ALLEPPEY,4,24.6,HWH → GGTA → MOU → TATA → ALLP,12
ADTP,ADITYAPUR,4,24.6,HWH → GGTA → MOU → TATA → ADTP,11
KRAR,KHARIAR ROAD,4,24.6,HWH → GGTA → MOU → BPHB → KRAR,5
BQR,BHILAI NAGAR,4,24.6,HWH → GGTA → MOU → BPHB → BQR,9
BGKA,BANGURKELA,4,24.6,HWH → GGTA → MOU → BNDM → BGKA,10
DMF,Dumerta,4,24.6,HWH → GGTA → MOU → BNDM → DMF,4
KCAB,K-CABIN BONDAMUNDA,4,24.6,HWH → GGTA → MOU → BNDM → KCAB,10
LNKC,LINK C-CABIN,4,24.6,HWH → GGTA → MOU → BNDM → LNKC,10
GMH,GAMHARIA,4,24.6,HWH → GGTA → MOU → JRA → GMH,11
PAO,PANOLI,4,24.6,HWH → GGTA → MFP → SNJL → PAO,14
AKV,ANKLESHWAR JN,4,24.6,HWH → GGTA → MFP → SNJL → AKV,11
BAWD,BHADWAD,4,24.6,HWH → GGTA → MFP → SNJL → BAWD,10
GNST,GANDHI SMRITI,4,24.6,HWH → GGTA → MFP → SNJL → GNST,6
KYT,KAILAHAT,4,24.6,HWH → KTES → EDA → TKYR → KYT,11
MKD,MARKUNDI,4,24.6,HWH → KTES → EDA → TKYR → MKD,15
MGRR,MAGARPUR,4,24.6,HWH → KTES → EDA → OHAN → MGRR,7
THW,THARWAI,4,24.6,HWH → KTES → EDA → LKJN → THW,12
